date,week_day,hour,ticket_number,waiter,product_name,quantity,unitary_price,total
10/14/2024,Monday,12:34,FCB 0003-000009320,101,Alfajor choc x un,2,1900,3800
10/14/2024,Monday,12:49,FCB 0003-000009331,101,Alfajor choc x un,1,1900,1900
10/14/2024,Monday,12:50,FCB 0003-000009334,101,Alf. 150 aniv. Suelto,1,2500,2500
10/14/2024,Monday,12:54,FCB 0003-000009337,101,Alfajor choc caja x6un,1,9500,9500
10/14/2024,Monday,12:54,FCB 0003-000009337,101,Alfajor Sin Azucar Suelto,2,2500,5000
10/14/2024,Monday,12:59,FCB 0003-000009339,101,Alf. 150 aniv. Suelto,1,2500,2500
10/14/2024,Monday,13:05,FCB 0003-000009342,101,Conito choc x un,2,1600,3200
10/14/2024,Monday,13:09,FCB 0003-000009345,101,Alfajor surtido caja x12un,1,18500,18500
10/14/2024,Monday,13:09,FCB 0003-000009345,101,Alf. 150 aniv. X 8 unidades,1,20000,20000
10/14/2024,Monday,13:09,FCB 0003-000009345,101,Dulce de leche vidrio x800g,1,9900,9900
10/14/2024,Monday,13:09,FCB 0003-000009345,101,Alfajor Super DDL x 9 un,1,22500,22500
10/14/2024,Monday,13:09,FCB 0003-000009345,101,Alfajor merengue x un,1,0,0
10/14/2024,Monday,13:09,FCB 0003-000009345,101,Alfajor merengue x un,1,0,0
10/14/2024,Monday,13:09,FCB 0003-000009345,101,Alfajor merengue x un,1,0,0
10/14/2024,Monday,13:09,FCB 0003-000009345,101,Alfajor merengue x un,1,0,0
10/14/2024,Monday,13:09,FCB 0003-000009345,101,Alfajor merengue x un,1,0,0
10/14/2024,Monday,13:09,FCB 0003-000009345,101,Alfajor merengue x un,1,0,0
10/14/2024,Monday,13:09,FCB 0003-000009345,101,Conito choc caja x6un,1,8500,8500
10/14/2024,Monday,13:09,FCB 0003-000009345,101,Alfajor mini choc pouch x475g,1,20500,20500
10/14/2024,Monday,13:09,FCB 0003-000009345,101,Alfajor merengue x un,1,0,0
10/14/2024,Monday,13:09,FCB 0003-000009345,101,Alfajor merengue x un,1,0,0
10/14/2024,Monday,13:09,FCB 0003-000009345,101,Alfajor merengue x un,1,0,0
10/14/2024,Monday,13:09,FCB 0003-000009345,101,Alfajor merengue x un,1,0,0
10/14/2024,Monday,13:09,FCB 0003-000009345,101,Alfajor merengue x un,1,0,0
10/14/2024,Monday,13:09,FCB 0003-000009345,101,Alfajor merengue x un,1,0,0
10/14/2024,Monday,13:10,FCB 0003-000009347,101,Alfajor Sin Azucar Suelto,1,2500,2500
10/14/2024,Monday,13:15,FCB 0003-000009350,101,Alfajor mini choc pouch x125g,1,6300,6300
10/14/2024,Monday,13:16,FCB 0003-000009353,101,Alfajor Sin Azucar Suelto,2,2500,5000
10/14/2024,Monday,13:17,FCB 0003-000009356,101,Alf. 150 aniv. Suelto,1,2500,2500
10/14/2024,Monday,13:17,FCB 0003-000009356,101,Alfajor merengue x un,1,0,0
10/14/2024,Monday,13:17,FCB 0003-000009356,101,Alfajor merengue x un,1,0,0
10/14/2024,Monday,13:17,FCB 0003-000009356,101,Alfajor merengue x un,1,0,0
10/14/2024,Monday,13:17,FCB 0003-000009356,101,Conito choc blanco x un,1,1600,1600
10/14/2024,Monday,13:17,FCB 0003-000009356,101,Alfajor merengue x un,1,0,0
10/14/2024,Monday,13:17,FCB 0003-000009356,101,Alfajor merengue x un,1,0,0
10/14/2024,Monday,13:17,FCB 0003-000009356,101,Alfajor merengue x un,1,0,0
10/14/2024,Monday,13:17,FCB 0003-000009356,101,Alfajor surtido caja x6un,1,9500,9500
10/14/2024,Monday,13:24,FCB 0003-000009361,101,Alfajor mixto caja x12un,1,18500,18500
10/14/2024,Monday,13:24,FCB 0003-000009361,101,Conito choc caja x12un,1,16500,16500
10/14/2024,Monday,13:36,FCB 0003-000009374,101,Alf. 150 aniv. X 8 unidades,1,20000,20000
10/14/2024,Monday,13:39,FCB 0003-000009377,101,Alfajor mini choc granel,1,1400,1400
10/14/2024,Monday,13:41,FCB 0003-000009380,101,Galletita choc limon x un,1,1600,1600
10/14/2024,Monday,13:42,FCB 0003-000009383,101,Alfajor Sin Azucar Suelto,1,2500,2500
10/14/2024,Monday,13:43,FCB 0003-000009385,101,Alfajor Sin Azucar Suelto,2,2500,5000
10/14/2024,Monday,13:44,FCB 0003-000009388,101,Alfajor Sin Azucar Suelto,2,2500,5000
10/14/2024,Monday,13:45,FCB 0003-000009391,101,Barrita H con almendra,1,2700,2700
10/14/2024,Monday,13:45,FCB 0003-000009391,101,Barrita H con ddl,1,2700,2700
10/14/2024,Monday,13:48,FCB 0003-000009393,101,Alfajor Sin Azucar Suelto,4,2500,10000
10/14/2024,Monday,13:49,FCB 0003-000009396,101,Alfajor choc x un,1,1900,1900
10/14/2024,Monday,13:49,FCB 0003-000009396,101,Alf. 150 aniv. Suelto,1,2500,2500
10/14/2024,Monday,13:50,FCB 0003-000009399,101,Alfajor Sin Azucar Suelto,2,2500,5000
10/14/2024,Monday,13:50,FCB 0003-000009401,101,Alfajor Sin Azucar Suelto,1,2500,2500
10/14/2024,Monday,14:18,FCB 0003-000009439,101,Alfajor Sin Azucar Suelto,3,2500,7500
10/14/2024,Monday,14:20,FCB 0003-000009447,101,Conito choc caja x6un,1,8500,8500
10/14/2024,Monday,14:20,FCB 0003-000009447,101,Alfajor Sin Azucar Suelto,3,2500,7500
10/14/2024,Monday,14:23,FCB 0003-000009455,101,Conito choc caja x6un,1,8500,8500
10/14/2024,Monday,14:23,FCB 0003-000009455,101,Alfajor choc caja x6un,1,9500,9500
10/14/2024,Monday,14:32,FCB 0003-000009461,101,Alfajor Super DDL x un,1,2500,2500
10/14/2024,Monday,14:34,FCB 0003-000009466,101,Alfajor Sin Azucar Suelto,1,2500,2500
10/14/2024,Monday,14:35,FCB 0003-000009474,101,Alf. 150 aniv. Suelto,1,2500,2500
10/14/2024,Monday,14:35,FCB 0003-000009474,101,Alfajor choc x un,1,1900,1900
10/14/2024,Monday,14:39,FCB 0003-000009480,101,Alfajor Sin Azucar Suelto,3,2500,7500
10/14/2024,Monday,14:40,FCB 0003-000009482,101,Alfajor Sin Azucar Suelto,3,2500,7500
10/14/2024,Monday,14:43,FCB 0003-000009488,101,Alfajor merengue x un,1,1900,1900
10/14/2024,Monday,14:43,FCB 0003-000009488,101,Alfajor choc x un,2,1900,3800
10/14/2024,Monday,14:43,FCB 0003-000009488,101,Alfajor semilia 70 cacao x un,1,2500,2500
10/14/2024,Monday,14:47,FCB 0003-000009493,101,Alf. 150 aniv. Suelto,2,2500,5000
10/14/2024,Monday,14:48,FCB 0003-000009496,101,Coronita 70% x 10 unidades,1,14000,14000
10/14/2024,Monday,14:54,FCB 0003-000009501,101,Alf. 150 aniv. X 8 unidades,1,20000,20000
10/14/2024,Monday,14:55,FCB 0003-000009504,101,Galletita limon x un,2,1200,2400
10/14/2024,Monday,14:57,FCB 0003-000009507,101,Alfajor choc blanco nuez x un,1,1900,1900
10/14/2024,Monday,14:57,FCB 0003-000009507,101,Alfajor Sin Azucar Suelto,1,2500,2500
10/14/2024,Monday,14:57,FCB 0003-000009507,101,Alfajor Super DDL x un,1,2500,2500
10/14/2024,Monday,14:57,FCB 0003-000009507,101,Alfajor choc caja x6un,2,9500,19000
10/14/2024,Monday,15:00,FCB 0003-000009512,101,Alfajor choc x un,1,1900,1900
10/14/2024,Monday,15:00,FCB 0003-000009512,101,Alf. 150 aniv. Suelto,1,2500,2500
10/14/2024,Monday,15:01,FCB 0003-000009515,101,Alfajor 70 cacao caja x9un,1,22500,22500
10/14/2024,Monday,15:03,FCB 0003-000009518,101,Alf. 150 aniv. Suelto,1,2500,2500
10/14/2024,Monday,15:05,FCB 0003-000009523,101,Alfajor mixto caja x12un,2,18500,37000
10/14/2024,Monday,15:18,FCB 0003-000009531,101,Conito choc x un,1,1600,1600
10/14/2024,Monday,15:18,FCB 0003-000009531,101,Alfajor 70 cacao x un,1,2500,2500
10/14/2024,Monday,15:18,FCB 0003-000009531,101,Alfajor choc blanco nuez x un,1,1900,1900
10/14/2024,Monday,15:24,FCB 0003-000009534,101,Alfajor choc caja x6un,1,9500,9500
10/14/2024,Monday,15:27,FCB 0003-000009539,101,Alfajor Super DDL x 9 un,1,22500,22500
10/14/2024,Monday,15:27,FCB 0003-000009539,101,Conito choc caja x6un,1,8500,8500
10/14/2024,Monday,15:27,FCB 0003-000009539,101,Alfajor mixto caja x12un,1,18500,18500
10/14/2024,Monday,15:33,FCB 0003-000009545,101,Alfajor choc blanco nuez x un,1,1900,1900
10/14/2024,Monday,15:43,FCB 0003-000009558,101,Alfajor mixto caja x12un,1,18500,18500
10/14/2024,Monday,15:44,FCB 0003-000009561,101,Alf. 150 aniv. X 8 unidades,1,20000,20000
10/14/2024,Monday,15:44,FCB 0003-000009561,101,Alf. 150 aniv. Suelto,1,2500,2500
10/14/2024,Monday,15:52,FCB 0003-000009566,101,Alf. 150 aniv. Suelto,1,2500,2500
10/14/2024,Monday,15:52,FCB 0003-000009566,101,Alfajor choc blanco nuez x un,1,1900,1900
10/14/2024,Monday,15:57,FCB 0003-000009569,101,Alf. 150 aniv. Suelto,1,2500,2500
10/14/2024,Monday,15:59,FCB 0003-000009572,101,Conito choc caja x12un,1,16500,16500
10/14/2024,Monday,16:00,FCB 0003-000009574,101,Alfajor mixto caja x6un,2,9500,19000
10/14/2024,Monday,16:47,FCB 0003-000009607,101,Alf. 150 aniv. Suelto,2,2500,5000
10/14/2024,Monday,16:47,FCB 0003-000009609,101,Alf. 150 aniv. Suelto,1,2500,2500
10/14/2024,Monday,16:50,FCB 0003-000009615,101,Coronita surtidas x 20 unidade,1,25000,25000
10/14/2024,Monday,16:50,FCB 0003-000009615,101,Tableta choco 70% con almendra,1,7000,7000
10/14/2024,Monday,16:50,FCB 0003-000009615,101,Alfajor choc caja x12un,1,18500,18500
10/14/2024,Monday,16:51,FCB 0003-000009617,101,Galletita choc limon x un,1,1600,1600
10/14/2024,Monday,16:51,FCB 0003-000009617,101,Conito choc blanco x un,1,1600,1600
10/14/2024,Monday,16:57,FCB 0003-000009626,101,Alf. 150 aniv. Suelto,1,2500,2500
10/14/2024,Monday,17:01,FCB 0003-000009628,101,Alfajor choc caja x12un,1,18500,18500
10/14/2024,Monday,17:02,FCB 0003-000009631,101,Alf. 150 aniv. Suelto,1,2500,2500
10/14/2024,Monday,17:02,FCB 0003-000009631,101,Galletita choc limon x un,2,1600,3200
10/14/2024,Monday,17:03,FCB 0003-000009634,101,Alf. 150 aniv. Suelto,1,2500,2500
10/14/2024,Monday,17:03,FCB 0003-000009634,101,Galletita choc limon x un,1,1600,1600
10/14/2024,Monday,17:03,FCB 0003-000009634,101,Alfajor mini choc granel,1,1400,1400
10/14/2024,Monday,17:04,FCB 0003-000009639,101,Conito choc blanco x un,1,1600,1600
10/14/2024,Monday,17:04,FCB 0003-000009639,101,Conito 70 cacao x un,1,1900,1900
10/14/2024,Monday,17:04,FCB 0003-000009639,101,Alfajor mini choc granel,1,1400,1400
10/14/2024,Monday,17:04,FCB 0003-000009639,101,Galletita limon x un,1,1200,1200
10/14/2024,Monday,17:11,FCB 0003-000009642,101,Conito choc blanco x un,1,1600,1600
10/14/2024,Monday,17:11,FCB 0003-000009642,101,Alf. 150 aniv. Suelto,1,2500,2500
10/14/2024,Monday,17:11,FCB 0003-000009642,101,Conito choc x un,1,1600,1600
10/14/2024,Monday,17:11,FCB 0003-000009642,101,Alfajor choc blanco nuez x un,1,1900,1900
10/14/2024,Monday,17:13,FCB 0003-000009644,101,Alfajor mini choc pouch x125g,1,6300,6300
10/14/2024,Monday,17:14,FCB 0003-000009647,101,Alfajor 70 cacao caja x9un,1,22500,22500
10/14/2024,Monday,17:15,FCB 0003-000009650,101,Alfajor 70 cacao caja x9un,1,22500,22500
10/14/2024,Monday,17:16,FCB 0003-000009653,101,Alfajor semilia 70 cacao x un,1,2500,2500
10/14/2024,Monday,17:26,FCB 0003-000009655,101,Conito choc x un,1,1600,1600
10/14/2024,Monday,17:26,FCB 0003-000009655,101,Conito 70 cacao x un,1,1900,1900
10/14/2024,Monday,17:26,FCB 0003-000009655,101,Alfajor semilia 70 cacao x un,2,2500,5000
10/14/2024,Monday,17:26,FCB 0003-000009655,101,Conito choc blanco x un,1,1600,1600
10/14/2024,Monday,17:26,FCB 0003-000009655,101,Alf. 150 aniv. Suelto,2,2500,5000
10/14/2024,Monday,17:27,FCB 0003-000009658,101,Alfajor semilia 70 cacao x un,1,2500,2500
10/14/2024,Monday,17:27,FCB 0003-000009658,101,Conito 70 cacao x un,1,1900,1900
10/15/2024,Tuesday,16:52,FCB 0003-000010166,101,Alfajor mixto caja x12un,1,18500,18500
10/15/2024,Tuesday,16:52,FCB 0003-000010166,101,Galletita choc limon caja x12u,1,16000,16000
10/23/2024,Wednesday,13:42,FCB 0003-000014021,101,Alfajor mixto caja x12un,1,18500,18500
10/23/2024,Wednesday,13:42,FCB 0003-000014021,101,Alfajor choc caja x6un,1,9500,9500
10/23/2024,Wednesday,13:44,FCB 0003-000014024,101,Alfajor choc caja x12un,2,18500,37000
10/23/2024,Wednesday,13:44,FCB 0003-000014027,101,Alf. 150 aniv. Suelto,1,2500,2500
10/23/2024,Wednesday,13:45,FCB 0003-000014029,101,Alfajor choc caja x12un,1,18500,18500
10/23/2024,Wednesday,13:49,FCB 0003-000014032,101,Alfajor choc x un,1,1900,1900
10/23/2024,Wednesday,13:52,FCB 0003-000014035,101,Alfajor Sin Azucar Suelto,3,2500,7500
10/23/2024,Wednesday,13:59,FCB 0003-000014037,101,Alf. 150 aniv. Suelto,1,2500,2500
10/23/2024,Wednesday,14:07,FCB 0003-000014040,101,Alfajor choc x un,2,1900,3800
10/23/2024,Wednesday,14:07,FCB 0003-000014040,101,Alfajor Sin Azucar Suelto,2,2500,5000
10/23/2024,Wednesday,14:10,FCB 0003-000014043,101,Alfajor mixto caja x6un,3,9500,28500
10/23/2024,Wednesday,14:10,FCB 0003-000014043,101,Alfajor mixto caja x12un,1,18500,18500
10/23/2024,Wednesday,14:12,FCB 0003-000014045,101,Conito choc caja x6un,1,8500,8500
10/23/2024,Wednesday,14:12,FCB 0003-000014045,101,Alfajor choc x un,2,1900,3800
10/23/2024,Wednesday,14:14,FCB 0003-000014048,101,Alfajor Sin Azucar Suelto,6,2500,15000
10/23/2024,Wednesday,14:14,FCB 0003-000014048,101,Alfajor Sin Azucar x9 Un,1,22500,22500
10/23/2024,Wednesday,14:17,FCB 0003-000014051,101,Tableta choco 70% con almendra,1,7000,7000
10/23/2024,Wednesday,14:17,FCB 0003-000014051,101,Alfajor 70 cacao caja x9un,1,22500,22500
10/23/2024,Wednesday,14:17,FCB 0003-000014051,101,Tableta blanco x80g,1,5700,5700
10/23/2024,Wednesday,14:19,FCB 0003-000014054,101,Barrita H con almendra,1,2700,2700
10/23/2024,Wednesday,14:19,FCB 0003-000014054,101,Barrita H con ddl,1,2700,2700
10/23/2024,Wednesday,14:19,FCB 0003-000014054,101,Alfajor mixto caja x12un,1,18500,18500
10/23/2024,Wednesday,14:23,FCB 0003-000014056,101,Alfajor Sin Azucar Suelto,2,2500,5000
10/23/2024,Wednesday,14:34,FCB 0003-000014059,101,Alfajor Sin Azucar Suelto,2,2500,5000
10/23/2024,Wednesday,14:35,FCB 0003-000014062,101,Conito choc x un,2,1600,3200
10/23/2024,Wednesday,14:48,FCB 0003-000014064,101,Alfajor choc x un,3,1900,5700
10/23/2024,Wednesday,14:51,FCB 0003-000014067,101,Alfajor Super DDL x un,1,2500,2500
10/23/2024,Wednesday,14:51,FCB 0003-000014067,101,Conito choc caja x12un,1,16500,16500
10/23/2024,Wednesday,14:51,FCB 0003-000014067,101,Alf. 150 aniv. Suelto,2,2500,5000
10/23/2024,Wednesday,14:51,FCB 0003-000014067,101,Alfajor 70 cacao caja x9un,1,22500,22500
10/23/2024,Wednesday,15:05,FCB 0003-000014070,101,Alfajor Sin Azucar Suelto,3,2500,7500
10/23/2024,Wednesday,15:10,FCB 0003-000014072,101,Alfajor Sin Azucar Suelto,1,2500,2500
10/23/2024,Wednesday,15:10,FCB 0003-000014072,101,Alf. 150 aniv. Suelto,1,2500,2500
10/23/2024,Wednesday,15:16,FCB 0003-000014075,101,Alfajor choc blanco nuez x un,1,1900,1900
10/23/2024,Wednesday,15:16,FCB 0003-000014075,101,Alfajor Sin Azucar Suelto,1,2500,2500
10/23/2024,Wednesday,15:16,FCB 0003-000014075,101,Alfajor choc x un,1,1900,1900
10/23/2024,Wednesday,15:17,FCB 0003-000014081,101,Alfajor Sin Azucar Suelto,2,2500,5000
10/23/2024,Wednesday,15:17,FCB 0003-000014081,101,Alf. 150 aniv. Suelto,1,2500,2500
10/23/2024,Wednesday,15:18,FCB 0003-000014083,101,Alfajor Sin Azucar Suelto,1,2500,2500
10/23/2024,Wednesday,16:05,FCB 0003-000014094,101,Alfajor Sin Azucar Suelto,1,2500,2500
10/23/2024,Wednesday,16:10,FCB 0003-000014097,101,Alf. 150 aniv. Suelto,1,2500,2500
10/23/2024,Wednesday,16:10,FCB 0003-000014097,101,Alfajor merengue x un,1,1900,1900
10/23/2024,Wednesday,16:10,FCB 0003-000014097,101,Galletita choc limon x un,1,1600,1600
10/23/2024,Wednesday,16:10,FCB 0003-000014097,101,Alfajor choc blanco nuez x un,1,1900,1900
10/23/2024,Wednesday,16:13,FCB 0003-000014099,101,Alf. 150 aniv. Suelto,1,2500,2500
10/23/2024,Wednesday,16:13,FCB 0003-000014099,101,Alfajor Sin Azucar Suelto,1,2500,2500
10/23/2024,Wednesday,16:14,FCB 0003-000014102,101,Alfajor semilia 70 cacao x un,1,2500,2500
10/23/2024,Wednesday,16:14,FCB 0003-000014102,101,Alf. 150 aniv. Suelto,1,2500,2500
10/23/2024,Wednesday,16:14,FCB 0003-000014102,101,Alfajor choc x un,1,1900,1900
10/23/2024,Wednesday,16:14,FCB 0003-000014102,101,Alfajor Sin Azucar Suelto,1,2500,2500
10/23/2024,Wednesday,16:15,FCB 0003-000014105,101,Alfajor choc caja x6un,1,9500,9500
10/23/2024,Wednesday,16:15,FCB 0003-000014105,101,Alfajor Sin Azucar Suelto,1,2500,2500
10/23/2024,Wednesday,16:15,FCB 0003-000014105,101,Alfajor mini choc pouch x475g,1,20500,20500
10/23/2024,Wednesday,16:16,FCB 0003-000014108,101,Alfajor 70 cacao x un,2,2500,5000
10/23/2024,Wednesday,16:21,FCB 0003-000014110,101,Galletita choc limon x un,1,1600,1600
10/23/2024,Wednesday,16:21,FCB 0003-000014110,101,Coronitas choc tripack,1,2500,2500
10/23/2024,Wednesday,16:21,FCB 0003-000014110,101,Alfajor 70 cacao x un,2,2500,5000
10/23/2024,Wednesday,16:21,FCB 0003-000014110,101,Alf. 150 aniv. Suelto,3,2500,7500
10/23/2024,Wednesday,16:21,FCB 0003-000014110,101,Galletita limon x un,1,1200,1200
10/23/2024,Wednesday,16:21,FCB 0003-000014110,101,Conito choc x un,2,1600,3200
10/23/2024,Wednesday,16:21,FCB 0003-000014110,101,Alfajor Super DDL x un,2,2500,5000
10/23/2024,Wednesday,16:23,FCB 0003-000014116,101,Alfajor choc x un,2,1900,3800
10/23/2024,Wednesday,16:23,FCB 0003-000014116,101,Alfajor merengue x un,1,1900,1900
10/23/2024,Wednesday,16:23,FCB 0003-000014116,101,Conito choc x un,1,1600,1600
10/23/2024,Wednesday,16:23,FCB 0003-000014116,101,Alfajor Super DDL x un,1,2500,2500
10/23/2024,Wednesday,16:23,FCB 0003-000014116,101,Alfajor choc blanco nuez x un,1,1900,1900
10/23/2024,Wednesday,16:23,FCB 0003-000014116,101,Alfajor Sin Azucar Suelto,2,2500,5000
10/23/2024,Wednesday,16:36,FCB 0003-000014118,101,Alfajor mixto caja x12un,1,18500,18500
10/23/2024,Wednesday,16:37,FCB 0003-000014121,101,Alfajor mixto caja x12un,1,18500,18500
10/23/2024,Wednesday,16:39,FCB 0003-000014124,101,Alfajor 70 cacao x un,1,2500,2500
10/23/2024,Wednesday,16:39,FCB 0003-000014124,101,Alfajor choc blanco nuez x un,1,1900,1900
10/23/2024,Wednesday,16:49,FCB 0003-000014126,101,Alfajor choc x un,2,1900,3800
10/23/2024,Wednesday,16:49,FCB 0003-000014126,101,Alfajor Super DDL x un,2,2500,5000
10/23/2024,Wednesday,16:49,FCB 0003-000014126,101,Alfajor 70 cacao x un,1,2500,2500
10/23/2024,Wednesday,16:50,FCB 0003-000014129,101,Alfajor Sin Azucar Suelto,2,2500,5000
10/23/2024,Wednesday,16:54,FCB 0003-000014132,101,Alfajor choc blanco nuez x un,1,1900,1900
10/23/2024,Wednesday,16:54,FCB 0003-000014132,101,Alfajor choc caja x6un,1,9500,9500
10/23/2024,Wednesday,16:54,FCB 0003-000014132,101,Conito choc caja x6un,1,8500,8500
10/23/2024,Wednesday,16:55,FCB 0003-000014135,101,Alfajor Sin Azucar Suelto,3,2500,7500
10/23/2024,Wednesday,16:56,FCB 0003-000014137,101,Alfajor Super DDL x un,1,2500,2500
10/23/2024,Wednesday,16:57,FCB 0003-000014140,101,Alfajor Sin Azucar Suelto,4,2500,10000
10/23/2024,Wednesday,17:00,FCB 0003-000014143,101,Alf. 150 aniv. Suelto,2,2500,5000
10/23/2024,Wednesday,17:02,FCB 0003-000014145,101,Coronitas choc tripack,1,2500,2500
10/23/2024,Wednesday,17:02,FCB 0003-000014145,101,Tableta blanco x80g,1,5700,5700
10/23/2024,Wednesday,17:04,FCB 0003-000014148,101,Alfajor Sin Azucar Suelto,1,2500,2500
10/23/2024,Wednesday,17:04,FCB 0003-000014148,101,Alfajor 70 cacao x un,2,2500,5000
10/23/2024,Wednesday,17:06,FCB 0003-000014151,101,Alfajor Super DDL x 9 un,1,22500,22500
10/23/2024,Wednesday,17:06,FCB 0003-000014151,101,Alf. 150 aniv. X 8 unidades,1,20000,20000
10/23/2024,Wednesday,17:06,FCB 0003-000014151,101,Galletita limon caja x12un,1,12000,12000
10/23/2024,Wednesday,17:09,FCB 0003-000014153,101,Alfajor Sin Azucar Suelto,2,2500,5000
10/23/2024,Wednesday,17:13,FCB 0003-000014156,101,Alfajor Sin Azucar Suelto,2,2500,5000
10/23/2024,Wednesday,17:13,FCB 0003-000014156,101,Alfajor semilia 70 cacao x un,1,2500,2500
10/23/2024,Wednesday,17:13,FCB 0003-000014156,101,Alfajor 70 cacao x un,1,2500,2500
10/23/2024,Wednesday,17:14,FCB 0003-000014159,101,Alfajor Sin Azucar Suelto,1,2500,2500
10/23/2024,Wednesday,17:14,FCB 0003-000014159,101,Alf. 150 aniv. Suelto,1,2500,2500
10/23/2024,Wednesday,17:31,FCB 0003-000014167,101,Alfajor Sin Azucar Suelto,3,2500,7500
10/23/2024,Wednesday,17:39,FCB 0003-000014172,101,Conito choc caja x6un,1,8500,8500
10/23/2024,Wednesday,17:39,FCB 0003-000014172,101,Tableta choco 70% con almendra,1,7000,7000
10/23/2024,Wednesday,17:39,FCB 0003-000014172,101,Alfajor Sin Azucar Suelto,1,2500,2500
10/23/2024,Wednesday,17:39,FCB 0003-000014172,101,Tableta blanco x80g,1,5700,5700
10/23/2024,Wednesday,17:39,FCB 0003-000014175,101,Alfajor choc blanco nuez x un,1,1900,1900
10/23/2024,Wednesday,17:41,FCB 0003-000014178,101,Alfajor choc x un,1,1900,1900
10/23/2024,Wednesday,17:41,FCB 0003-000014178,101,Alfajor mixto caja x12un,1,18500,18500
10/23/2024,Wednesday,17:41,FCB 0003-000014180,101,Alfajor choc x un,1,1900,1900
10/23/2024,Wednesday,17:44,FCB 0003-000014183,101,Coronita surtidas x 20 unidade,1,25000,25000
10/23/2024,Wednesday,17:44,FCB 0003-000014183,101,Alfajor mixto caja x12un,1,18500,18500
10/23/2024,Wednesday,17:44,FCB 0003-000014183,101,Barrita H con almendra,1,2700,2700
10/23/2024,Wednesday,17:46,FCB 0003-000014186,101,Alfajor mini choc pouch x475g,2,20500,41000
10/23/2024,Wednesday,17:46,FCB 0003-000014186,101,Alfajor choc caja x12un,1,18500,18500
10/23/2024,Wednesday,17:59,FCB 0003-000014189,101,Alfajor mixto caja x12un,1,18500,18500
10/23/2024,Wednesday,18:01,FCB 0003-000014191,101,Alfajor choc blanco nuez x un,2,1900,3800
10/23/2024,Wednesday,18:04,FCB 0003-000014194,101,Galletita choc limon x un,1,1600,1600
10/23/2024,Wednesday,18:04,FCB 0003-000014194,101,Alfajor 70 cacao x un,1,2500,2500
10/23/2024,Wednesday,18:06,FCB 0003-000014197,101,Alfajor choc caja x6un,1,9500,9500
10/23/2024,Wednesday,18:10,FCB 0003-000014199,101,Alfajor Super DDL x un,1,2500,2500
10/23/2024,Wednesday,18:10,FCB 0003-000014199,101,Alfajor mixto caja x6un,1,9500,9500
10/23/2024,Wednesday,18:10,FCB 0003-000014199,101,Alfajor mini choc pouch x475g,2,20500,41000
10/23/2024,Wednesday,18:10,FCB 0003-000014199,101,Alfajor 70 cacao x un,1,2500,2500
10/23/2024,Wednesday,18:10,FCB 0003-000014199,101,Alfajor choc x un,1,1900,1900
10/23/2024,Wednesday,18:10,FCB 0003-000014199,101,Alfajor choc caja x12un,2,18500,37000
10/23/2024,Wednesday,18:15,FCB 0003-000014205,101,Alfajor merengue x un,1,1900,1900
10/23/2024,Wednesday,18:15,FCB 0003-000014205,101,Alfajor choc x un,1,1900,1900
10/23/2024,Wednesday,18:24,FCB 0003-000014207,101,Alfajor Sin Azucar Suelto,6,2500,15000
10/23/2024,Wednesday,18:27,FCB 0003-000014210,101,Galletita choc limon x un,2,1600,3200
10/23/2024,Wednesday,18:27,FCB 0003-000014210,101,Alfajor choc blanco nuez x un,1,1900,1900
10/23/2024,Wednesday,18:27,FCB 0003-000014210,101,Alf. 150 aniv. Suelto,1,2500,2500
10/23/2024,Wednesday,18:27,FCB 0003-000014210,101,Alfajor 70 cacao x un,1,2500,2500
10/23/2024,Wednesday,18:27,FCB 0003-000014210,101,Galletita limon x un,2,1200,2400
10/23/2024,Wednesday,18:27,FCB 0003-000014210,101,Alfajor semilia 70 cacao x un,1,2500,2500
10/23/2024,Wednesday,18:27,FCB 0003-000014213,101,Alf. 150 aniv. Suelto,1,2500,2500
10/23/2024,Wednesday,18:43,FCB 0003-000014218,101,Alfajor Super DDL x 9 un,1,22500,22500
10/23/2024,Wednesday,18:45,FCB 0003-000014221,101,Alf. 150 aniv. Suelto,2,2500,5000
10/23/2024,Wednesday,18:48,FCB 0003-000014224,101,Alfajor semilia 70 cacao x un,1,2500,2500
10/23/2024,Wednesday,18:48,FCB 0003-000014224,101,Alfajor 70 cacao x un,2,2500,5000
10/23/2024,Wednesday,18:48,FCB 0003-000014224,101,Alf. 150 aniv. Suelto,1,2500,2500
10/23/2024,Wednesday,18:52,FCB 0003-000014226,101,Alfajor mixto caja x12un,1,18500,18500
10/23/2024,Wednesday,18:54,FCB 0003-000014229,101,Alfajor Super DDL x un,1,2500,2500
10/23/2024,Wednesday,18:54,FCB 0003-000014229,101,Alf. 150 aniv. Suelto,1,2500,2500
10/23/2024,Wednesday,18:58,FCB 0003-000014232,101,Alfajor mixto caja x12un,2,18500,37000
10/23/2024,Wednesday,18:58,FCB 0003-000014232,101,Dulce de leche vidrio x450g,2,5300,10600
10/23/2024,Wednesday,19:08,FCB 0003-000014234,101,Alfajor choc caja x12un,1,18500,18500
10/23/2024,Wednesday,19:10,FCB 0003-000014240,101,Alfajor Super DDL x un,1,2500,2500
10/23/2024,Wednesday,19:10,FCB 0003-000014240,101,Alf. 150 aniv. Suelto,2,2500,5000
10/23/2024,Wednesday,19:13,FCB 0003-000014243,101,Alf. 150 aniv. Suelto,1,2500,2500
